TubeID,Date,Month,MonthNo,Season,Time,Monkey,Birthday,Age,AgeD,AgeY,Sex,Rank,Group,GroupSize,MCPDensity,KDE50Density,KDE95Density,Matriline,Kin,FemaleKin,KDE50,KDE95,MCP_HR,MCP_DRY,MCP_RAINY,MCP_RAINY1,MCP_RAINY2,NDVI_RAINY2,NDVI_RAINY1,NDVI_RAINY,NDVI_DRY,NDVI,MINT_2,MINT_1,MINT,AVET_2,AVET_1,AVET,MAXT_2,MAXT_1,MAXT,RAIN_2,RAIN_1,RAIN,TreeArea,BuildArea,RangeArea,AnalysisEnd,Observer,TotalMl,FecesWeight,Diversity,M1_Fila,M2_Stegg,M3_Hdimi,M4_Prosth,M5_Subu,M6_Spiru,M7_Eim,M8_StAM,M9_StLVR,M10_StLVF,TotalP,PPG,FilaPA,SteggPA,HdimiPA,ProsthPA,SubuPA,SpiruPA,EimPA,StamPA,StlvrPA,StlvFPA,FilaPFG,SteggPFG,HdimiPFG,StamPFG,StlvrPFG,StlvrPFG
PA-634,5-May-21,May,10,DRY,9:17,Palpatine,1/2/17,LJF,2460,6.739726027,Female,,AD,22,11.38186734,42.71048504,13.88406803,Timo,9,7,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,23.77,24.51,24.58,28.25,28.95,27.84,32.73,33.39,31.1,0.1,94.7,128.4,0.889842666,0.009383832,0.100944747,9/28/23,MCH,7.75,3.64,3,30,29,0,0,0,0,0,0,0,2,61,17,1,1,0,0,0,0,0,0,0,1,8,8,0,0,0,1
PA-089,15-Sep-20,Sep,2,RAINY,10:40,Paprika,7/23/17,LJF,1643,4.501369863,Female,,LV,30,12.81671162,35.0544688,15.39024269,Blan,19,11,0.855811,1.949287,2.340694,1.841247,1.469938,1.341847,0.961201,0.713424854,0.743786629,0.728605741,0.802280702,0.760921515,24.84,24.06,23.79,27.12,26.16,26.07,29.39,28.26,28.35,123.6,512.2,327.9,0.976790217,0.007748984,0.01576071,1/21/22,HH,4.5,1.5,3,2,3,0,0,0,0,0,0,0,2,7,5,1,1,0,0,0,0,0,0,0,1,1,2,0,0,0,1
PA-010,10-Aug-20,Aug,1,RAINY,10:45,Perdita,8/23/10,AF,4176,11.44109589,Female,2,RM,33,21.03212945,45.78525881,21.21717125,Limp,9,7,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.920383193,0,0.079615533,1/28/22,HH,5,4.4,2,305,6,0,0,0,0,0,0,0,0,311,71,1,1,0,0,0,0,0,0,0,0,69,1,0,0,0,0
PA-385,25-Jan-21,Jan,6,DRY,9:13,Perdita,8/23/10,AF,4886,13.38630137,Female,2,RM,33,21.03212945,45.78525881,21.21717125,Limp,9,7,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,22.93,22.79,22.97,24.57,25.09,25.61,26.2,27.39,28.24,681.5,29,10.8,0.920383193,0,0.079615533,1/8/24,MCH,7.6,2.58,2,788,1,0,0,0,0,0,0,0,0,789,306,1,1,0,0,0,0,0,0,0,0,305,0,0,0,0,0
PA-027,12-Aug-20,Aug,1,RAINY,8:28,Petunia,6/23/10,AF,4345,11.90410959,Female,1,GN,23,16.07948579,34.67887363,16.64771481,Petu,6,3,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.968751267,0,0.030949515,5/16/22,JC,3.5,2.27,4,133,2,0,0,0,0,0,46,0,172,353,156,1,1,0,0,0,0,0,1,0,1,59,1,0,20,0,76
PA-179,21-Oct-20,Oct,3,RAINY,9:34,Petunia,6/23/10,AF,4277,11.71780822,Female,1,GN,23,16.07948579,34.67887363,16.64771481,Petu,6,3,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,24.06,23.79,23.71,26.16,26.07,25.55,28.26,28.35,27.38,512.2,327.9,441.6,0.968751267,0,0.030949515,3/9/22,JC/MCH,6.5,2.02,5,1669,9,0,0,0,0,0,8,1,48,1735,859,1,1,0,0,0,0,0,1,1,1,826,4,0,4,0,24
PA-477,18-Feb-21,Feb,7,DRY,11:34,Petunia,6/23/10,AF,4944,13.54520548,Female,1,GN,23,16.07948579,34.67887363,16.64771481,Petu,6,3,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,22.79,22.97,23.14,25.09,25.61,27.07,27.39,28.24,31,29,10.8,10.8,0.968751267,0,0.030949515,1/5/24,MCH,7,1.49,2,228,12,0,0,0,0,0,0,0,0,240,161,1,1,0,0,0,0,0,0,0,0,153,8,0,0,0,0
PA-690,10-Aug-21,2-Aug,13,RAINY,8:45,Petunia,6/23/10,AF,4362,11.95068493,Female,1,GN,23,16.07948579,34.67887363,16.64771481,Petu,6,3,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.968751267,0,0.030949515,6/2/22,JC/JKH,7,2.24,4,915,8,0,0,0,0,0,0,2,1,926,413,1,1,0,0,0,0,0,0,1,1,408,4,0,0,1,0
PA-767,30-Aug-21,2-Aug,13,RAINY,10:30,Petunia,6/23/10,AF,4593,12.58356164,Female,1,GN,23,16.07948579,34.67887363,16.64771481,Petu,6,3,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.968751267,0,0.030949515,1/19/23,JKH,7,1.21,3,46,12,0,0,0,0,0,0,0,3,61,50,1,1,0,0,0,0,0,0,0,1,38,10,0,0,0,2
PA-115,22-Sep-20,Sep,2,RAINY,11:57,Queenie,5/29/17,SJF,1738,4.761643836,Female,,GN,23,16.07948579,34.67887363,16.64771481,Padm,2,2,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,24.84,24.06,23.79,27.12,26.16,26.07,29.39,28.26,28.35,123.6,512.2,327.9,0.968751267,0,0.030949515,3/2/22,MCH,6.25,1.72,4,8,23,0,0,0,0,1,0,0,5,37,22,1,1,0,0,0,0,1,0,0,1,5,13,0,0,0,3
PA-146,7-Oct-20,Oct,3,RAINY,11:00,Quidditch,5/1/07,AF,5068,13.88493151,Female,3,GN,23,16.07948579,34.67887363,16.64771481,Maxi,4,4,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,24.06,23.79,23.71,26.16,26.07,25.55,28.26,28.35,27.38,512.2,327.9,441.6,0.968751267,0,0.030949515,3/16/21,JC/MCH,7.5,3.14,5,363,3,0,0,0,0,0,47,2,69,484,154,1,1,0,0,0,0,0,1,1,1,116,1,0,15,1,22
PA-201,13-Nov-20,Nov,4,RAINY,8:30,Quidditch,5/1/07,AF,6021,16.49589041,Female,3,GN,23,16.07948579,34.67887363,16.64771481,Maxi,4,4,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,23.79,23.71,22.93,26.07,25.55,24.57,28.35,27.38,26.2,327.9,441.6,681.5,0.968751267,0,0.030949515,10/25/23,MCH,9.25,5.65,4,80,0,0,0,0,0,0,35,1,199,315,56,1,0,0,0,0,0,0,1,1,1,14,0,0,6,0,35
PA-415,5-Feb-21,Feb,7,DRY,6:49,Quidditch,5/1/07,AF,6098,16.70684932,Female,3,GN,23,16.07948579,34.67887363,16.64771481,Maxi,4,4,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,22.79,22.97,23.14,25.09,25.61,27.07,27.39,28.24,31,29,10.8,10.8,0.968751267,0,0.030949515,1/10/24,MCH,7,2.42,2,22,2,0,0,0,0,0,0,0,0,24,10,1,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0
PA-761,30-Aug-21,2-Aug,13,RAINY,8:15,Quidditch,5/1/07,AF,5504,15.07945205,Female,3,GN,23,16.07948579,34.67887363,16.64771481,Maxi,4,4,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.968751267,0,0.030949515,5/26/22,JKH,7.5,2.11,3,384,2,0,0,0,0,0,0,0,10,396,188,1,1,0,0,0,0,0,0,0,1,182,1,0,0,0,5
PA-015,11-Aug-20,Aug,1,RAINY,7:54,RitaSkeeter,1/19/01,AF,7722,21.15616438,Female,3,BC,11,6.239286861,14.38237505,6.65000538,Rita,2,2,0.764825,1.654134,1.763022,0.940414,1.446859,1.241749,0.527725,0.708542361,0.747128209,0.727835285,0.802074132,0.761232692,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.991626877,0.008079309,0,3/12/22,HH,3.5,1.81,3,115,0,0,0,0,0,0,22,0,76,213,118,1,0,0,0,0,0,0,1,0,1,64,0,0,12,0,42
PA-033,12-Aug-20,Aug,1,RAINY,10:20,Rose,7/16/14,AF,2771,7.591780822,Female,3,GN,23,16.07948579,34.67887363,16.64771481,Petu,6,3,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.968751267,0,0.030949515,2/15/22,JC,4,2.4,5,52,4,0,0,0,0,0,44,30,63,193,80,1,1,0,0,0,0,0,1,1,1,22,2,0,18,13,26
PA-063,31-Aug-20,Aug,1,RAINY,7:40,Rose,7/16/14,AF,2788,7.638356164,Female,3,GN,23,16.07948579,34.67887363,16.64771481,Petu,6,3,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.968751267,0,0.030949515,3/4/22,HH,3.5,1.46,3,140,3,0,0,0,0,1,0,0,0,144,99,1,1,0,0,0,0,1,0,0,0,96,2,0,0,0,0
PA-279,11-Dec-20,Dec,5,DRY,9:43,Rose,7/16/14,AF,3365,9.219178082,Female,3,GN,23,16.07948579,34.67887363,16.64771481,Petu,6,3,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,23.71,22.93,22.79,25.55,24.57,25.09,27.38,26.2,27.39,441.6,681.5,29,0.968751267,0,0.030949515,10/2/23,MCH,7,2.57,3,73,33,0,0,0,0,0,0,0,1,107,42,1,1,0,0,0,0,0,0,0,1,28,13,0,0,0,0
PA-417,5-Feb-21,Feb,7,DRY,9:00,Rose,7/16/14,AF,3260,8.931506849,Female,3,GN,23,16.07948579,34.67887363,16.64771481,Petu,6,3,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,22.79,22.97,23.14,25.09,25.61,27.07,27.39,28.24,31,29,10.8,10.8,0.968751267,0,0.030949515,6/19/23,MCH,8,3.21,3,64,11,0,0,0,0,0,0,0,2,77,24,1,1,0,0,0,0,0,0,0,1,20,3,0,0,0,1
PA-689,10-Aug-21,2-Aug,13,RAINY,8:39,Rose,7/16/14,AF,3102,8.498630137,Female,3,GN,23,16.07948579,34.67887363,16.64771481,Petu,6,3,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.968751267,0,0.030949515,1/12/23,JKH,6,1.99,2,244,2,0,0,0,0,0,0,0,0,246,124,1,1,0,0,0,0,0,0,0,0,123,1,0,0,0,0
PA-093,15-Sep-20,Sep,2,RAINY,11:46,Roux,8/5/14,AF,2802,7.676712329,Female,8,LV,30,12.81671162,35.0544688,15.39024269,Kath,2,3,0.855811,1.949287,2.340694,1.841247,1.469938,1.341847,0.961201,0.713424854,0.743786629,0.728605741,0.802280702,0.760921515,24.84,24.06,23.79,27.12,26.16,26.07,29.39,28.26,28.35,123.6,512.2,327.9,0.976790217,0.007748984,0.01576071,4/7/22,HH,6.5,1.4,2,100,4,0,0,0,0,0,0,0,0,104,74,1,1,0,0,0,0,0,0,0,0,71,3,0,0,0,0
PA-090,15-Sep-20,Sep,2,RAINY,1045,Sage,7/28/10,AF,4213,11.54246575,Female,6,LV,30,12.81671162,35.0544688,15.39024269,Kath,2,3,0.855811,1.949287,2.340694,1.841247,1.469938,1.341847,0.961201,0.713424854,0.743786629,0.728605741,0.802280702,0.760921515,24.84,24.06,23.79,27.12,26.16,26.07,29.39,28.26,28.35,123.6,512.2,327.9,0.976790217,0.007748984,0.01576071,2/8/22,JC,6.5,1.23,4,76,1,0,0,0,0,2,0,0,1,80,65,1,1,0,0,0,0,1,0,0,1,62,1,0,0,0,1
PA-082,14-Sep-20,Sep,2,RAINY,10:37,Shanti,3/5/03,AF,6978,19.11780822,Female,6,RM,33,21.03212945,45.78525881,21.21717125,Nyla,3,2,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,24.84,24.06,23.79,27.12,26.16,26.07,29.39,28.26,28.35,123.6,512.2,327.9,0.920383193,0,0.079615533,4/12/22,JC,6,1,1,47,0,0,0,0,0,0,0,0,0,47,47,1,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0
PA-122,28-Sep-20,Sep,2,RAINY,11:05,Shanti,3/5/03,AF,6953,19.04931507,Female,6,RM,33,21.03212945,45.78525881,21.21717125,Nyla,3,2,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,24.84,24.06,23.79,27.12,26.16,26.07,29.39,28.26,28.35,123.6,512.2,327.9,0.920383193,0,0.079615533,3/18/22,HH,7.5,4.54,2,190,0,0,0,0,0,0,0,2,0,192,42,1,0,0,0,0,0,0,0,1,0,42,0,0,0,0,0
PA-429,8-Feb-21,Feb,7,DRY,9:50,Shanti,3/5/03,AF,7609,20.84657534,Female,6,RM,33,21.03212945,45.78525881,21.21717125,Nyla,3,2,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,22.79,22.97,23.14,25.09,25.61,27.07,27.39,28.24,31,29,10.8,10.8,0.920383193,0,0.079615533,1/3/24,MCH,7,3.6,2,228,0,0,0,0,0,0,0,2,0,230,64,1,0,0,0,0,0,0,0,1,0,63,0,0,0,1,0
PA-005,10-Aug-20,Aug,1,RAINY,8:58,Simba,8/5/98,AF,8632,23.64931507,Female,1,RM,33,21.03212945,45.78525881,21.21717125,Limp,9,7,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.920383193,0,0.079615533,3/24/22,MCH/HH,3.5,2.1,2,181,18,0,0,0,0,0,0,0,0,199,95,1,1,0,0,0,0,0,0,0,0,86,9,0,0,0,0
PA-183,29-Oct-20,Oct,3,RAINY,11:34,Simba,8/5/98,AF,8601,23.56438356,Female,1,RM,33,21.03212945,45.78525881,21.21717125,Limp,9,7,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,24.06,23.79,23.71,26.16,26.07,25.55,28.26,28.35,27.38,512.2,327.9,441.6,0.920383193,0,0.079615533,2/21/22,JC,6.5,1.27,2,273,2,0,0,0,0,0,0,0,0,275,217,1,1,0,0,0,0,0,0,0,0,215,2,0,0,0,0
PA-048,19-Aug-20,Aug,1,RAINY,8:41,SJM,,SJM,,,Male,,LV,30,12.81671162,35.0544688,15.39024269,,,,0.855811,1.949287,2.340694,1.841247,1.469938,1.341847,0.961201,0.713424854,0.743786629,0.728605741,0.802280702,0.760921515,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.976790217,0.007748984,0.01576071,9/6/21,HH,3.5,1.55,3,0,1,0,0,0,0,0,32,0,8,41,26,0,1,0,0,0,0,0,1,0,1,0,1,0,21,0,5
PA-049,19-Aug-20,Aug,1,RAINY,9:02,SJM,,SJM,,,Male,,LV,30,12.81671162,35.0544688,15.39024269,,,,0.855811,1.949287,2.340694,1.841247,1.469938,1.341847,0.961201,0.713424854,0.743786629,0.728605741,0.802280702,0.760921515,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.976790217,0.007748984,0.01576071,9/13/21,HH,3.5,1.34,4,0,1,0,0,0,0,0,7,1,4,13,10,0,1,0,0,0,0,0,1,1,1,0,1,0,5,1,3
PA-187,30-Oct-20,Oct,3,RAINY,7:04,SJM,,SJM,,,Male,,LV,30,12.81671162,35.0544688,15.39024269,,,,0.855811,1.949287,2.340694,1.841247,1.469938,1.341847,0.961201,0.713424854,0.743786629,0.728605741,0.802280702,0.760921515,24.06,23.79,23.71,26.16,26.07,25.55,28.26,28.35,27.38,512.2,327.9,441.6,0.976790217,0.007748984,0.01576071,9/27/21,HH,7,1.6,4,1,2,0,0,0,0,0,11,0,46,60,38,1,1,0,0,0,0,0,1,0,1,1,1,0,7,0,29
PA-019,11-Aug-20,Aug,1,RAINY,9:16,Squib,11/7/16,LJM,2053,5.624657534,Male,,BC,11,6.239286861,14.38237505,6.65000538,Rita,2,2,0.764825,1.654134,1.763022,0.940414,1.446859,1.241749,0.527725,0.708542361,0.747128209,0.727835285,0.802074132,0.761232692,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.991626877,0.008079309,0,6/22/22,JC,3.5,1.55,4,67,1,0,0,0,0,0,63,0,205,336,217,1,1,0,0,0,0,0,1,0,1,43,1,0,41,0,132
PA-137,6-Oct-20,Oct,3,RAINY,8:38,Squib,11/7/16,LJM,2100,5.753424658,Male,,BC,11,6.239286861,14.38237505,6.65000538,Rita,2,2,0.764825,1.654134,1.763022,0.940414,1.446859,1.241749,0.527725,0.708542361,0.747128209,0.727835285,0.802074132,0.761232692,24.06,23.79,23.71,26.16,26.07,25.55,28.26,28.35,27.38,512.2,327.9,441.6,0.991626877,0.008079309,0,8/8/22,JC,6.5,3.14,3,886,42,0,0,0,0,0,0,0,3,931,296,1,1,0,0,0,0,0,0,0,1,282,13,0,0,0,1
PA-356,13-Jan-21,Jan,6,DRY,12:00,Squib,11/7/16,LJM,2486,6.810958904,Male,,BC,11,6.239286861,14.38237505,6.65000538,Rita,2,2,0.764825,1.654134,1.763022,0.940414,1.446859,1.241749,0.527725,0.708542361,0.747128209,0.727835285,0.802074132,0.761232692,22.93,22.79,22.97,24.57,25.09,25.61,26.2,27.39,28.24,681.5,29,10.8,0.991626877,0.008079309,0,8/29/23,MCH,8.2,4.3,2,87,25,0,0,0,0,0,0,0,0,112,26,1,1,0,0,0,0,0,0,0,0,20,6,0,0,0,0
PA-598,13-Apr-21,Apr,9,DRY,11:09,Sully,4/25/17,LJM,2449,6.709589041,Male,,RM,33,21.03212945,45.78525881,21.21717125,Limp,9,7,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,23.14,23.77,24.51,27.07,28.25,28.95,31,32.73,33.39,10.8,0.1,94.7,0.920383193,0,0.079615533,1/8/24,MCH,7.5,1.64,4,61,4,0,0,0,0,0,60,0,153,278,170,1,1,0,0,0,0,0,1,0,1,37,2,0,37,0,93
PA-681,20-Jul-21,Jul,12,RAINY,9:20,Sully,4/25/17,LJM,1963,5.378082192,Male,,RM,33,21.03212945,45.78525881,21.21717125,Limp,9,7,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,24.51,23.89,23.94,27.84,26.93,26.5,31.1,29.97,29.05,128.4,153.4,89.8,0.920383193,0,0.079615533,9/9/22,JKH,7.5,3.17,3,84,6,0,19,0,0,0,0,0,0,109,34,1,1,0,1,0,0,0,0,0,0,26,2,0,0,0,0
PA-719,12-Aug-21,2-Aug,13,RAINY,8:40,Sully,4/25/17,LJM,1927,5.279452055,Male,,RM,33,21.03212945,45.78525881,21.21717125,Limp,9,7,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.920383193,0,0.079615533,8/4/22,JKH,7,1.71,2,36,8,0,0,0,0,0,0,0,0,44,26,1,1,0,0,0,0,0,0,0,0,21,5,0,0,0,0
PA-056,19-Aug-20,Aug,1,RAINY,12:16,Thyme,5/30/08,AF,5120,14.02739726,Female,2,LV,30,12.81671162,35.0544688,15.39024269,Blan,19,11,0.855811,1.949287,2.340694,1.841247,1.469938,1.341847,0.961201,0.713424854,0.743786629,0.728605741,0.802280702,0.760921515,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.976790217,0.007748984,0.01576071,6/6/22,JC,4,2.5,3,20,0,0,0,0,0,0,0,2,2,24,10,1,0,0,0,0,0,0,0,1,1,8,0,0,0,1,1
PA-091,15-Sep-20,Sep,2,RAINY,11:37,Thyme,5/30/08,AF,5051,13.83835616,Female,2,LV,30,12.81671162,35.0544688,15.39024269,Blan,19,11,0.855811,1.949287,2.340694,1.841247,1.469938,1.341847,0.961201,0.713424854,0.743786629,0.728605741,0.802280702,0.760921515,24.84,24.06,23.79,27.12,26.16,26.07,29.39,28.26,28.35,123.6,512.2,327.9,0.976790217,0.007748984,0.01576071,3/29/22,JC,6.5,1.8,1,350,0,0,0,0,0,0,0,0,0,350,194,1,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0
PA-446,15-Feb-21,Feb,7,DRY,8:25,Thyme,5/30/08,AF,5603,15.35068493,Female,2,LV,30,12.81671162,35.0544688,15.39024269,Blan,19,11,0.855811,1.949287,2.340694,1.841247,1.469938,1.341847,0.961201,0.713424854,0.743786629,0.728605741,0.802280702,0.760921515,22.79,22.97,23.14,25.09,25.61,27.07,27.39,28.24,31,29,10.8,10.8,0.976790217,0.007748984,0.01576071,10/2/23,MCH,7.5,3.08,2,417,55,0,0,0,0,0,0,0,0,472,153,1,1,0,0,0,0,0,0,0,0,135,18,0,0,0,0
PA-136,5-Oct-20,Oct,3,RAINY,10:15,Toaster,7/22/09,AF,4629,12.68219178,Female,3,AD,22,11.38186734,42.71048504,13.88406803,Timo,9,7,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,24.06,23.79,23.71,26.16,26.07,25.55,28.26,28.35,27.38,512.2,327.9,441.6,0.889842666,0.009383832,0.100944747,3/25/22,HH,6,1.23,2,221,6,0,0,0,0,0,0,0,0,227,185,1,1,0,0,0,0,0,0,0,0,180,5,0,0,0,0
PA-502,3-Mar-21,Mar,8,DRY,8:47,Toaster,7/22/09,AF,5283,14.4739726,Female,3,AD,22,11.38186734,42.71048504,13.88406803,Timo,9,7,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,22.97,23.14,23.77,25.61,27.07,28.25,28.24,31,32.73,10.8,10.8,0.1,0.889842666,0.009383832,0.100944747,1/8/24,MCH,6,4.29,2,168,3,0,0,0,0,0,0,0,0,171,40,1,1,0,0,0,0,0,0,0,0,39,1,0,0,0,0
PA-029,12-Aug-20,Aug,1,RAINY,9:10,Todd,10/23/12,SAM,3532,9.676712329,Male,3,GN,23,16.07948579,34.67887363,16.64771481,Seri,0,0,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.968751267,0,0.030949515,6/25/22,JC,3,1.06,4,166,25,0,0,0,0,0,20,0,52,263,248,1,1,0,0,0,0,0,1,0,1,157,24,0,19,0,49
PA-600,14-Apr-21,Apr,9,DRY,7:00,Todd,10/23/12,SAM,3824,10.47671233,Male,3,GN,23,16.07948579,34.67887363,16.64771481,Seri,0,0,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,23.14,23.77,24.51,27.07,28.25,28.95,31,32.73,33.39,10.8,0.1,94.7,0.968751267,0,0.030949515,4/13/23,MCH,7.75,2.9,3,258,53,0,0,0,0,0,3,0,0,314,108,1,1,0,0,0,0,0,1,0,0,89,18,0,1,0,0
PA-156,14-Oct-20,Oct,3,RAINY,10:00,Unknown,,UNK,,,UNK,,LV,30,12.81671162,35.0544688,15.39024269,,,,0.855811,1.949287,2.340694,1.841247,1.469938,1.341847,0.961201,0.713424854,0.743786629,0.728605741,0.802280702,0.760921515,24.06,23.79,23.71,26.16,26.07,25.55,28.26,28.35,27.38,512.2,327.9,441.6,0.976790217,0.007748984,0.01576071,7/22/21,MCH,7.5,1.9,4,49,0,0,0,0,0,0,8,1,9,67,35,1,0,0,0,0,0,0,1,1,1,26,0,0,4,1,5
PA-158,14-Oct-20,Oct,3,RAINY,11:24,Unknown,,AM,,,Male,,LV,30,12.81671162,35.0544688,15.39024269,,,,0.855811,1.949287,2.340694,1.841247,1.469938,1.341847,0.961201,0.713424854,0.743786629,0.728605741,0.802280702,0.760921515,24.06,23.79,23.71,26.16,26.07,25.55,28.26,28.35,27.38,512.2,327.9,441.6,0.976790217,0.007748984,0.01576071,7/15/21,MCH,7.5,2.05,5,1,2,0,0,0,0,1,12,0,8,24,12,1,1,0,0,0,0,1,1,0,1,0,1,0,6,0,4
PA-169,19-Oct-20,Oct,3,RAINY,9:55,Unknown,,UNK,,,UNK,,AD,22,11.38186734,42.71048504,13.88406803,,,,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,24.06,23.79,23.71,26.16,26.07,25.55,28.26,28.35,27.38,512.2,327.9,441.6,0.889842666,0.009383832,0.100944747,7/20/21,HH/MCH,7,2.03,4,10,1,0,0,0,0,3,0,0,4,18,9,1,1,0,0,0,0,1,0,0,1,5,0,0,0,0,2
